"state","stateName","question","questionLabel","citation","sourceUrl","readAt","readAtName","verified","attested","page"
"AR","Arkansas","what-must-the-supervising-physician-do","Supervising physician duties","17 CAR § 140-1601(b)(2) (Laser surgery guidelines — protocol)","https://codeofarrules.arkansas.gov/Rules/Rule?levelType=section&titleID=17&chapterID=173&subChapterID=216&partID=1045&subPartID=5595&sectionID=36295","","","2026-09-04","true","https://medsparadar.com/states/arkansas/q/what-must-the-supervising-physician-do"
"AR","Arkansas","who-may-operate-a-cosmetic-laser","Laser & energy devices","17 CAR § 140-1601(a)(3) (Laser surgery guidelines)","https://codeofarrules.arkansas.gov/Rules/Rule?levelType=section&titleID=17&chapterID=173&subChapterID=216&partID=1045&subPartID=5595&sectionID=36295","","","2026-09-04","true","https://medsparadar.com/states/arkansas/q/who-may-operate-a-cosmetic-laser"
"CA","California","can-a-management-company-run-the-business-side","Management companies (MSO)","Cal. Bus. & Prof. Code § 650(b)","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=650","https://california.public.law/codes/ca_bus_and_prof_code_section_650","Public.Law — California Codes","2026-09-02","true","https://medsparadar.com/states/california/q/can-a-management-company-run-the-business-side"
"CA","California","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Cal. Bus. & Prof. Code § 4126.8","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=4126.8","https://california.public.law/codes/ca_bus_and_prof_code_section_4126.8","Public.Law — California Codes","2026-09-02","true","https://medsparadar.com/states/california/q/can-a-med-spa-offer-compounded-glp-1"
"CA","California","can-a-medical-assistant-inject","Medical assistants","Medical Board of California — Medical Spas guidance (Delegation to unlicensed staff)","https://www.mbc.ca.gov/Download/Documents/medical-spas-business.pdf","","","2026-09-08","true","https://medsparadar.com/states/california/q/can-a-medical-assistant-inject"
"CA","California","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Cal. Bus. & Prof. Code § 650(a)","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=650","https://california.public.law/codes/ca_bus_and_prof_code_section_650","Public.Law — California Codes","2026-09-02","true","https://medsparadar.com/states/california/q/can-a-non-clinical-owner-take-a-percentage"
"CA","California","can-a-non-physician-own-a-med-spa","Non-physician ownership","Cal. Bus. & Prof. Code § 650(a)","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=650","https://california.public.law/codes/ca_bus_and_prof_code_section_650","Public.Law — California Codes","2026-09-02","true","https://medsparadar.com/states/california/q/can-a-non-physician-own-a-med-spa"
"CA","California","can-a-nurse-practitioner-work-without-a-physician","NP independence","Cal. Bus. & Prof. Code §2837.103","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=2837.103.","https://california.public.law/codes/ca_bus_and_prof_code_section_2837.103","Public.Law — California Codes","2026-07-26","true","https://medsparadar.com/states/california/q/can-a-nurse-practitioner-work-without-a-physician"
"CA","California","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Medical Board of California — Medical Spas: What You Need to Know (Physician Assistants)","https://www.mbc.ca.gov/Download/Documents/medical-spas-business.pdf","","","2026-09-01","true","https://medsparadar.com/states/california/q/can-a-physician-assistant-inject-or-prescribe"
"CA","California","can-an-rn-inject-botox-or-filler","RN injecting","Cal. Bus. & Prof. Code §2725","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=2725.","https://california.public.law/codes/ca_bus_and_prof_code_section_2725","Public.Law — California Codes","2026-07-26","true","https://medsparadar.com/states/california/q/can-an-rn-inject-botox-or-filler"
"CA","California","can-private-equity-invest-in-a-med-spa","Private-equity investment","Cal. SB 351 (2025), Health & Safety Code §§1190–1192","https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB351","https://california.public.law/codes/ca_health_and_safety_code_section_1191","Public.Law — California Codes","2026-07-26","true","https://medsparadar.com/states/california/q/can-private-equity-invest-in-a-med-spa"
"CA","California","can-the-exam-be-done-by-telehealth","Telehealth exams","Cal. Bus. & Prof. Code §2242(a)","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=2242.","https://california.public.law/codes/ca_bus_and_prof_code_section_2242","Public.Law — California Codes","2026-09-08","true","https://medsparadar.com/states/california/q/can-the-exam-be-done-by-telehealth"
"CA","California","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Cal. Bus. & Prof. Code §2227(a)","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=2227.","https://california.public.law/codes/ca_bus_and_prof_code_section_2227","Public.Law — California Codes","2026-09-08","true","https://medsparadar.com/states/california/q/can-the-state-shut-down-an-unlicensed-med-spa"
"CA","California","does-a-med-spa-need-to-register","Registration & licensing","Cal. Bus. & Prof. Code § 4127(a)","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=4127","https://california.public.law/codes/ca_bus_and_prof_code_section_4127","Public.Law — California Codes","2026-09-02","true","https://medsparadar.com/states/california/q/does-a-med-spa-need-to-register"
"CA","California","is-a-medical-director-required","Medical director required?","Medical Board of California — Medical Spas guidance (the medical-director role)","https://www.mbc.ca.gov/Download/Documents/medical-spas-business.pdf","","","2026-09-08","true","https://medsparadar.com/states/california/q/is-a-medical-director-required"
"CA","California","is-an-exam-required-before-treatment","Exam before treatment","Cal. Bus. & Prof. Code §2242(a)","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=2242.","https://california.public.law/codes/ca_bus_and_prof_code_section_2242","Public.Law — California Codes","2026-07-26","true","https://medsparadar.com/states/california/q/is-an-exam-required-before-treatment"
"CA","California","may-an-esthetician-perform-microneedling","Esthetician microneedling","Cal. Bd. of Barbering & Cosmetology, Industry Bulletin, Micro Needling/Derma Rolling (June 5, 2014)","https://www.barbercosmo.ca.gov/forms_pubs/publications/micro.pdf","","","2026-09-20","true","https://medsparadar.com/states/california/q/may-an-esthetician-perform-microneedling"
"CA","California","must-someone-be-on-site-during-treatment","On-site presence","Medical Board of California — Medical Spas: What You Need to Know (Physician Assistants)","https://www.mbc.ca.gov/Download/Documents/medical-spas-business.pdf","","","2026-09-01","true","https://medsparadar.com/states/california/q/must-someone-be-on-site-during-treatment"
"CA","California","what-business-structure-is-required","Structure limits","Cal. Corp. Code §13401.5(a)","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=CORP&sectionNum=13401.5.","https://california.public.law/codes/ca_corp_code_section_13401.5","Public.Law — California Codes","2026-09-01","true","https://medsparadar.com/states/california/q/what-business-structure-is-required"
"CA","California","what-can-a-med-spa-advertise","Advertising limits","Cal. Bus. & Prof. Code §651","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=651.","https://california.public.law/codes/ca_bus_and_prof_code_section_651","Public.Law — California Codes","2026-07-26","true","https://medsparadar.com/states/california/q/what-can-a-med-spa-advertise"
"CA","California","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Cal. Bus. & Prof. Code §2242","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=2242.","https://california.public.law/codes/ca_bus_and_prof_code_section_2242","Public.Law — California Codes","2026-07-26","true","https://medsparadar.com/states/california/q/what-can-a-practitioner-be-disciplined-for"
"CA","California","what-does-it-cost-to-open","License fees","Cal. Code Regs. tit. 16, § 998(c), (g), (h)","https://www.barbercosmo.ca.gov/laws_regs/article_12.pdf","","","2026-09-02","true","https://medsparadar.com/states/california/q/what-does-it-cost-to-open"
"CA","California","what-happens-if-you-practice-without-a-license","Unlicensed practice","Cal. Bus. & Prof. Code §2052","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=2052.","https://california.public.law/codes/ca_bus_and_prof_code_section_2052","Public.Law — California Codes","2026-07-26","true","https://medsparadar.com/states/california/q/what-happens-if-you-practice-without-a-license"
"CA","California","what-must-the-supervising-physician-do","Supervising physician duties","Cal. Code Regs. tit. 16, §1364.50","https://govt.westlaw.com/calregs","https://www.law.cornell.edu/regulations/california/16-CCR-1364.50","Cornell Legal Information Institute","2026-09-01","true","https://medsparadar.com/states/california/q/what-must-the-supervising-physician-do"
"CA","California","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Cal. Bus. & Prof. Code §17500","https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=17500.","https://california.public.law/codes/ca_bus_and_prof_code_section_17500","Public.Law — California Codes","2026-07-26","true","https://medsparadar.com/states/california/q/who-enforces-deceptive-med-spa-marketing"
"CA","California","who-may-operate-a-cosmetic-laser","Laser & energy devices","Cal. Bus. & Prof. Code §2052; Medical Board of California — Medical Spas guidance","https://www.mbc.ca.gov/Download/Documents/medical-spas-business.pdf","","","2026-07-26","true","https://medsparadar.com/states/california/q/who-may-operate-a-cosmetic-laser"
"CA","California","who-may-perform-the-pre-treatment-exam","Who performs the exam","Medical Board of California — Medical Spas guidance","https://www.mbc.ca.gov/Download/Documents/medical-spas-business.pdf","","","2026-07-26","true","https://medsparadar.com/states/california/q/who-may-perform-the-pre-treatment-exam"
"CO","Colorado","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Colo. Rev. Stat. § 12-280-120(4)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/can-a-med-spa-offer-compounded-glp-1"
"CO","Colorado","can-a-medical-assistant-inject","Medical assistants","Colo. Rev. Stat. § 12-240-107(3)(l)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/can-a-medical-assistant-inject"
"CO","Colorado","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Colo. Rev. Stat. § 12-240-132(2)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/can-a-non-clinical-owner-take-a-percentage"
"CO","Colorado","can-a-non-physician-own-a-med-spa","Non-physician ownership","Colo. Rev. Stat. § 12-240-121(1)(g)(I)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/can-a-non-physician-own-a-med-spa"
"CO","Colorado","can-a-nurse-practitioner-work-without-a-physician","NP independence","Colo. Rev. Stat. § 12-255-112(1)(a), (3)(a)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/can-a-nurse-practitioner-work-without-a-physician"
"CO","Colorado","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Colo. Rev. Stat. § 12-240-114.5(2)(a)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-08","true","https://medsparadar.com/states/colorado/q/can-a-physician-assistant-inject-or-prescribe"
"CO","Colorado","can-an-rn-inject-botox-or-filler","RN injecting","Colo. Rev. Stat. § 12-255-112(1)(a), (3)(a)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/can-an-rn-inject-botox-or-filler"
"CO","Colorado","can-private-equity-invest-in-a-med-spa","Private-equity investment","Colo. Rev. Stat. § 12-240-138(1)(d)(I)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/can-private-equity-invest-in-a-med-spa"
"CO","Colorado","can-the-exam-be-done-by-telehealth","Telehealth exams","Colo. Rev. Stat. § 12-240-107(1)(g); § 12-240-121(1)(aa)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/can-the-exam-be-done-by-telehealth"
"CO","Colorado","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Colo. Rev. Stat. § 12-240-135(1), (7)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-08","true","https://medsparadar.com/states/colorado/q/can-the-state-shut-down-an-unlicensed-med-spa"
"CO","Colorado","does-a-med-spa-need-to-register","Registration & licensing","Colo. Rev. Stat. § 12-280-120(4)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/does-a-med-spa-need-to-register"
"CO","Colorado","is-a-medical-director-required","Medical director required?","Colo. Rev. Stat. art. 240 of tit. 12, surveyed in full; the sole medical-director reference is § 12-240-107(3)(y)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/is-a-medical-director-required"
"CO","Colorado","is-an-exam-required-before-treatment","Exam before treatment","Colo. Rev. Stat. art. 240 of tit. 12, surveyed in full; the examination provisions are at § 12-240-125","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/is-an-exam-required-before-treatment"
"CO","Colorado","may-an-esthetician-perform-microneedling","Esthetician microneedling","Colo. Rev. Stat. § 12-240-107(3)(l)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/may-an-esthetician-perform-microneedling"
"CO","Colorado","what-business-structure-is-required","Structure limits","Colo. Rev. Stat. § 12-240-121(1)(g)(I)","https://leg.colorado.gov/sites/default/files/images/olls/crs2024-title-12.pdf","","","2026-09-02","true","https://medsparadar.com/states/colorado/q/what-business-structure-is-required"
